diag1_4,DIAGNOSIS_GROUP,label
N983,129,Complication of surgical procedures or medical care
N988,129,Complication of surgical procedures or medical care
N989,129,Complication of surgical procedures or medical care
N990,129,Complication of surgical procedures or medical care
N991,129,Complication of surgical procedures or medical care
N992,129,Complication of surgical procedures or medical care
N993,129,Complication of surgical procedures or medical care
N994,129,Complication of surgical procedures or medical care
N995,129,Complication of surgical procedures or medical care
N998,129,Complication of surgical procedures or medical care
N999,129,Complication of surgical procedures or medical care
O000,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O001,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O002,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O008,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O009,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O010,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O011,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O019,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O020,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O021,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O028,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
O029,106,"Female infertility, Contraceptive & procreative management, Spontaneous abortion, Induced abortion, Postabortion complications, Ectopic pregnancy, Other complications of pregnancy, Hemorrhage during pregnancy; abruption placenta; placenta previa, Hypertension complicating pregnancy; childbirth; or the puerperium, Early or threatened labor, Prolonged pregnancy,  Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium, Malposition; malpresentation, Fetopelvic disproportion; obstruction, Previous C-section, Fetal distress and abnormal forces of labour, Polyhydramnios and other problems of amniotic cavity, Umbilical cord complication, OB-related trauma to perineum and vulva, Forceps delivery, Other complications of birth; puerperium affecting management of mother, Normal pregnancy and/or delivery, Livebirths"
